"","dPSI_iPSC_2060573.10uM"
"ASAP1",0.996
"MLLT10",0.98655208332459
"AC009022.1",0.981297748580173
"C12orf4",0.9805950633281
"POMT2",0.976
"TENT2",0.969332109884922
"PDXDC2P",0.966088393323604
"ARL15",0.957
"KDM6A",0.94
"TMC3-AS1",0.938822491542335
"LINC02210",0.938336103338623
"DIAPH3",0.934988284131375
"CRYM",0.928408089091171
"TIAM1",0.909050182301641
"HTT",0.904563108098211
"ZFP82",0.899846840901852
"EVC",0.896495759141581
"MAN1A2",0.881017544604446
"SPIDR",0.879535085837452
"MMS22L",0.872728472651181
"WDR27",0.869452277136541
"ZMYM6",0.867342938236891
"PITPNB",0.861265606790651
"FBN2",0.860356550989402
"CIP2A",0.859821266953847
"AC104109.3",0.859043657830158
"C14orf132",0.855968295647025
"PDXDC1",0.855587013240752
"ERGIC3",0.851
"LNPK",0.847390256142966
"STX18-AS1",0.844097637558394
"NAV2",0.842
"ANXA11",0.834
"DHFR",0.827740421022942
"RAB2B",0.821097445600689
"CLASP2",0.821
"CDC37L1",0.816980330924548
"CMSS1",0.812
"ABCB8",0.807
"ZNF680",0.8042339615306
"HDX",0.804
"WNK1",0.796579800137551
"RAF1",0.795
"TASP1",0.794257556997367
"PDE7A",0.794
"ARHGEF35",0.789555335568153
"RPS4X",0.785062327185755
"SREK1",0.77
"AXIN1",0.76
"ADAMTS10",0.756557217956255
"LINC00862",0.754524714886959
"ANKHD1-EIF4EBP3",0.754279473316973
"AC114490.2",0.753858715313882
"ODR4",0.753158503510971
"PRKG1",0.752863586155914
"LYRM1",0.751
"USP43",0.748128930073724
"ARAP3",0.741266202632705
"IFT57",0.736367823199056
"MTMR3",0.735919290465194
"L3MBTL2",0.734730569780988
"CCT7",0.734
"VPS29",0.733
"TRIM37",0.729993786992189
"MATK",0.729297781057351
"EXOC6B",0.729
"LRRC42",0.725
"RBBP8",0.718
"ENAH",0.717706541803519
"HSD17B4",0.717615879033244
"STOX2",0.716091156982901
"ZNF730",0.711385530950029
"ARHGAP5",0.702487301408199
"ADAMTS19",0.699850847942545
"XRN2",0.692712291697214
"RNF144A",0.691095934602152
"STXBP6",0.690174093457211
"TMEM50B",0.688
"FAM162A",0.687
"ANKHD1",0.686893579664658
"C1orf94",0.67589746436251
"TMEM214",0.674779581305463
"DPH1",0.670086720964771
"CEP170",0.666
"SCO1",0.666
"LARP7",0.664
"TAF2",0.664
"AC008581.2",0.663359432790634
"FOXM1",0.661
"RAP1A",0.659
"PNISR",0.658601535719907
"PRKACB",0.64114457506525
"GXYLT1",0.641119735672169
"ADGRL1",0.634256977351827
"GNAQ",0.632684502239869
"USP9Y",0.631690840441036
"SSBP1",0.63046923170672
"CACNA2D1",0.626650134156461
"TPTEP2",0.625
"ASAP2",0.618
"ATP8A2",0.614907353428692
"DDX58",0.61262214188257
"PIGN",0.607139917697456
"CLK4",0.602
"OR2A20P",0.6
"EMSY",0.596
"APLP2",0.594
"ZNF618",0.59
"CHROMR",0.587
"SAR1A",0.583582667157222
"DENND1A",0.578615595344297
"BECN1",0.577777668884832
"SLC7A6",0.571
"HIKESHI",0.569
"NUP58",0.568
"EXTL2",0.565350154588943
"GPSM2",0.563766097164889
"CEP162",0.562275091453788
"PLCH1",0.558793741350929
"FES",0.558076849599827
"OCLNP1",0.556244139204993
"BX470111.1",0.553070127557013
"JAKMIP2-AS1",0.551438373576997
"LINC00678",0.550512277312336
"OCLN",0.547797689976705
"ZNF138",0.540565681509419
"VWDE",0.538482208058649
"TARBP1",0.536
"TRAF3",0.534897516397665
"PRUNE2",0.534139897381114
"CHURC1",0.532281885339428
"CENPI",0.531501256185874
"AGGF1",0.528526094699395
"APIP",0.528092657517442
"ZNF350",0.525561532346374
"SH3YL1",0.525
"PMS1",0.514432906563884
"INO80",0.514025052060573
"DLGAP4",0.514
"TCF4",0.513608192082732
"KIF21A",0.510383692810045
"DDX18",0.507
"MFN2",0.507
"ARHGAP1",0.506768148353432
"MADD",0.506
"PELI1",0.505821083515125
"CD47",0.504
"THADA",0.503798883008994
"TBL1Y",0.503609859648876
"ARHGEF5",0.503585484396687
"STRN4",0.503
"LRIG2",0.499244851427166
"GRAMD2B",0.499
"AVL9",0.496726243757217
"ZNF585B",0.495571981177147
"TJP2",0.494816594984911
"MYCBP2",0.494
"PPP1R12B",0.492085180992369
"MANEA",0.491601626192947
"ZNF10",0.489880236873968
"HLTF",0.489776250892624
"KDSR",0.48787553615498
"SENP6",0.487
"CACNB1",0.485059224358633
"GALC",0.484
"SEC22A",0.483806296131656
"CTNS",0.480538444552682
"IVD",0.48006900422302
"ZNF66",0.478
"TRIM16",0.477319459502691
"ALDH3A2",0.476509014408837
"COL4A5",0.472852706444418
"UBE2D3",0.468733985636417
"CHD9",0.468
"PDIA5",0.466815863272228
"ERRFI1",0.459249947441156
"GCFC2",0.458733416886472
"FGD4",0.456
"MDM4",0.453
"SF3B1",0.453
"NR1H3",0.45110210465044
"RPS10",0.449414766226797
"RERE",0.447628766823436
"DENND5A",0.441
"HACL1",0.437977656222379
"AC005062.1",0.436139644902438
"URGCP",0.435031923877692
"ATAT1",0.434141403670986
"TXLNGY",0.434
"KCNT2",0.432662017222427
"TASOR2",0.431
"OGT",0.429
"IL6ST",0.428970382030265
"CLN3",0.427
"PABPC1L",0.425286635761538
"TMEM241",0.425221788072343
"KIAA0753",0.423790760914602
"FAM172A",0.422616999754459
"SERGEF",0.419998675378698
"PLCB4",0.41946597636672
"FGFR2",0.419044790403766
"ELP4",0.418371886615586
"TRIM4",0.417312392004385
"AC138894.1",0.417
"ZNF665",0.416724422286677
"STRIP1",0.416
"NOP56",0.412983711835032
"AL358113.1",0.411088069646903
"B3GNTL1",0.410105628112576
"SNAI3",0.409539855957885
"XPO1",0.409
"FAM174A",0.408
"ZNF317",0.407455395109652
"SOCS6",0.404681956681379
"AHSA2P",0.404
"PCBD2",0.403418457330683
"KIF3A",0.403
"MARCHF8",0.402886945477195
"RSRC2",0.402
"SPIRE1",0.401401676744399
"ARMCX6",0.4
"BIRC6",0.4
"NLN",0.398484613383489
"EML1",0.398311745364943
"RARS1",0.398206477732763
"PTPRZ1",0.397
"FGF12",0.395870725836762
"AFMID",0.395
"PPP1R26",0.394876032239863
"MTMR9LP",0.394028474110537
"HMGA2",0.394013690939279
"MAN1B1",0.394
"SETDB2",0.393596092037842
"ADCY5",0.392
"ADAL",0.39
"TSPAN7",0.39
"SKP1",0.389362343901732
"ANK3",0.389186488579114
"AC020915.3",0.389000168277845
"NIPA1",0.386
"TET1",0.38048222116496
"SLC44A2",0.379567767232533
"DNM1L",0.379
"PPP3CA",0.377568097494782
"DPY30",0.376272730029974
"CACNA1H",0.374249819471448
"AC010522.1",0.373
"COPS7B",0.373
"UBN1",0.373
"DLG5",0.37065384790527
"MEMO1",0.36937207560226
"AMT",0.369
"CCDC91",0.369
"ZMIZ2",0.369
"SF3B3",0.368030004519295
"MRPL39",0.368
"BLACAT1",0.367117405395118
"NOD1",0.367
"GRID2",0.36645682260769
"RBM23",0.366
"TBRG1",0.364
"PPHLN1",0.363
"CNOT1",0.361
"RAPGEF1",0.361
"ZNF202",0.361
"RPGR",0.36
"CMTM8",0.359227448213359
"NOP16",0.359
"CARD8",0.357
"SGCE",0.355
"INTS6L",0.354
"AL392172.1",0.353
"SMARCA2",0.352775466218834
"NCOA6",0.352
"SNHG5",0.351
"HSD17B12",0.349571170294192
"RAN",0.349
"SNHG14",0.348
"DDX27",0.346
"MIR924HG",0.346
"SLC25A36",0.346
"SNHG16",0.346
"VAV2",0.344705567005585
"ABCC5",0.344
"LTBP4",0.343
"FAM161A",0.342920699987837
"MARK3",0.341
"POLDIP3",0.34
"PRPF31",0.338504076676035
"ZNF84",0.338
"AGAP6",0.33419395731839
"ANKS3",0.331
"ELMO2",0.331
"CEP72",0.328215121993092
"PRUNE1",0.327
"SUPT20H",0.327
"ZSCAN26",0.327
"ZFAND1",0.326
"LINC00649",0.325807167223362
"CPSF7",0.325
"APOO",0.324737472104887
"MYO5A",0.324
"MAN2A1",0.323961652988666
"ANKRD18CP",0.322
"PTPN18",0.321709631472905
"SLC25A17",0.321
"ZKSCAN3",0.321
"WNK3",0.318272508130862
"ABHD10",0.318
"FAAP20",0.318
"ZMYM1",0.318
"HMGXB4",0.317692218053881
"ODF2L",0.316552153914263
"TMEM231",0.315132932231527
"KAT6B",0.315
"LINC01145",0.314957095884544
"ASCC3",0.314440780929544
"PRPF39",0.314054267252097
"MIA-RAB4B",0.314
"MMS19",0.313
"RCC1",0.312
"STRN3",0.312
"TPT1-AS1",0.311843509685292
"AKAP8L",0.311158052551291
"ADAM23",0.311
"ANKRD13D",0.311
"R3HDM1",0.311
"SUN1",0.311
"AKR1A1",0.31
"SYNGAP1",0.31
"ARID1A",0.309516475751316
"INTU",0.309
"ZNF417",0.308881950349518
"NASP",0.308
"ZNF212",0.307718851332881
"STRADB",0.307193368178401
"GGCT",0.307
"NUBP2",0.307
"MDN1",0.306509717119188
"DLG1",0.304
"ZKSCAN7",0.304
"SFXN2",0.303
"TNRC6A",0.303
"ZNF783",0.302646716862465
"CLEC16A",0.302
"SNRPD2",0.302
"LHFPL2",0.301333912952917
"FAM200B",0.301
"SLC12A4",0.301
"RAB23",0.300066311094298
"GK5",0.3
"TC2N",0.298708958691714
"LRRN1",0.293941628281363
"RPF2",0.293456128076591
"APOC1P1",0.29241290262797
"SETD5",0.29208580532563
"RFX3",0.292071918631159
"RREB1",0.290544134004124
"DCAF17",0.289269891481812
"ZFP90",0.287603997497913
"ZNF43",0.287550234124908
"FAM13B",0.287474522346216
"DDX42",0.287073859362443
"RCOR3",0.282735233173428
"PLEKHA1",0.282658388772613
"VDAC2",0.282257214190116
"RICTOR",0.281666432850799
"BHLHB9",0.281342302858062
"EP300",0.281331481575966
"SNX24",0.280986839516034
"PYCR1",0.280603790003083
"RPS6KA3",0.278500118632595
"DELE1",0.275558301367142
"POLM",0.274512386784555
"CLDN7",0.272950601727888
"COMMD9",0.272250740684737
"DYRK1A",0.271938395097088
"FAM168B",0.271242025224627
"CEP70",0.271159591154996
"SERP2",0.270561458811146
"ERBIN",0.269161264439369
"RRM2",0.268684884585168
"SLC12A2",0.26865752910807
"ADAM22",0.268580377549881
"OSBPL1A",0.267710537418232
"STIM2",0.266060638224291
"MRPL45",0.263434247872458
"AP2A2",0.262214940147435
"ANO1",0.261549036782349
"SYT17",0.26149289322536
"ELF2",0.260656191334697
"AGO3",0.260102657210088
"TAZ",0.257701179949443
"EIF2AK2",0.25768827697583
"AC093627.5",0.257479719049143
"ZNF185",0.256614276569219
"SRRM1",0.255319118177663
"LINC00960",0.252364774551786
"PPP4R4",0.252358723667172
"MATN2",0.252299815820429
"ZNF815P",0.25179991827318
"ADAM17",0.251208988209819
"HPS1",0.251160631323483
"CLASP1",0.251138520791037
"SNX14",0.250444022400475
